# dt           R           V
  7.2673e+01  1.9311e+11  5.7287e+09
  7.2673e+01  3.9311e+09  1.1662e+08
  7.2673e+01 -1.6519e+11 -4.9005e+09
  7.2773e+01  1.9364e+11  5.7366e+09
  7.2773e+01  3.9420e+09  1.1678e+08
  7.2773e+01 -1.6565e+11 -4.9072e+09
  7.2873e+01  1.9418e+11  5.7445e+09
  7.2873e+01  3.9528e+09  1.1694e+08
  7.2873e+01 -1.6610e+11 -4.9140e+09
  7.2973e+01  1.9471e+11  5.7524e+09
  7.2973e+01  3.9637e+09  1.1710e+08
  7.2973e+01 -1.6656e+11 -4.9207e+09
  7.3073e+01  1.9525e+11  5.7603e+09
  7.3073e+01  3.9746e+09  1.1726e+08
  7.3073e+01 -1.6702e+11 -4.9275e+09
  7.3173e+01  1.9578e+11  5.7682e+09
  7.3173e+01  3.9855e+09  1.1742e+08
  7.3173e+01 -1.6748e+11 -4.9342e+09
  7.3273e+01  1.9632e+11  5.7761e+09
  7.3273e+01  3.9964e+09  1.1758e+08
  7.3273e+01 -1.6794e+11 -4.9410e+09
  7.3373e+01  1.9685e+11  5.7839e+09
  7.3373e+01  4.0073e+09  1.1774e+08
  7.3373e+01 -1.6839e+11 -4.9477e+09
  7.3473e+01  1.9739e+11  5.7918e+09
  7.3473e+01  4.0182e+09  1.1790e+08
  7.3473e+01 -1.6885e+11 -4.9545e+09
  7.3574e+01  1.9793e+11  5.7997e+09
  7.3574e+01  4.0292e+09  1.1806e+08
  7.3574e+01 -1.6931e+11 -4.9612e+09
  7.3674e+01  1.9847e+11  5.8076e+09
  7.3674e+01  4.0402e+09  1.1822e+08
  7.3674e+01 -1.6978e+11 -4.9680e+09
  7.3774e+01  1.9901e+11  5.8155e+09
  7.3774e+01  4.0512e+09  1.1838e+08
  7.3774e+01 -1.7024e+11 -4.9747e+09
  7.3874e+01  1.9955e+11  5.8234e+09
  7.3874e+01  4.0622e+09  1.1854e+08
  7.3874e+01 -1.7070e+11 -4.9815e+09
  7.3974e+01  2.0009e+11  5.8313e+09
  7.3974e+01  4.0732e+09  1.1871e+08
  7.3974e+01 -1.7116e+11 -4.9882e+09
  7.4074e+01  2.0063e+11  5.8392e+09
  7.4074e+01  4.0842e+09  1.1887e+08
  7.4074e+01 -1.7163e+11 -4.9950e+09
  7.4174e+01  2.0117e+11  5.8471e+09
  7.4174e+01  4.0952e+09  1.1903e+08
  7.4174e+01 -1.7209e+11 -5.0017e+09
  7.4274e+01  2.0172e+11  5.8550e+09
  7.4274e+01  4.1063e+09  1.1919e+08
  7.4274e+01 -1.7256e+11 -5.0085e+09
  7.4374e+01  2.0226e+11  5.8629e+09
  7.4374e+01  4.1174e+09  1.1935e+08
  7.4374e+01 -1.7302e+11 -5.0152e+09
  7.4474e+01  2.0281e+11  5.8707e+09
  7.4474e+01  4.1285e+09  1.1951e+08
  7.4474e+01 -1.7349e+11 -5.0220e+09
  7.4575e+01  2.0335e+11  5.8786e+09
  7.4575e+01  4.1396e+09  1.1967e+08
  7.4575e+01 -1.7395e+11 -5.0287e+09
  7.4675e+01  2.0390e+11  5.8865e+09
  7.4675e+01  4.1507e+09  1.1983e+08
  7.4675e+01 -1.7442e+11 -5.0355e+09
  7.4775e+01  2.0445e+11  5.8944e+09
  7.4775e+01  4.1618e+09  1.1999e+08
  7.4775e+01 -1.7489e+11 -5.0422e+09
  7.4875e+01  2.0499e+11  5.9023e+09
  7.4875e+01  4.1730e+09  1.2015e+08
  7.4875e+01 -1.7536e+11 -5.0490e+09
  7.4975e+01  2.0554e+11  5.9102e+09
  7.4975e+01  4.1841e+09  1.2031e+08
  7.4975e+01 -1.7583e+11 -5.0557e+09
  7.5075e+01  2.0609e+11  5.9181e+09
  7.5075e+01  4.1953e+09  1.2047e+08
  7.5075e+01 -1.7630e+11 -5.0625e+09
  7.5175e+01  2.0664e+11  5.9260e+09
  7.5175e+01  4.2065e+09  1.2063e+08
  7.5175e+01 -1.7677e+11 -5.0692e+09
  7.5275e+01  2.0719e+11  5.9339e+09
  7.5275e+01  4.2177e+09  1.2079e+08
  7.5275e+01 -1.7724e+11 -5.0760e+09
  7.5375e+01  2.0774e+11  5.9418e+09
  7.5375e+01  4.2290e+09  1.2095e+08
  7.5375e+01 -1.7771e+11 -5.0827e+09
  7.5475e+01  2.0830e+11  5.9497e+09
  7.5475e+01  4.2402e+09  1.2111e+08
  7.5475e+01 -1.7818e+11 -5.0895e+09
  7.5576e+01  2.0885e+11  5.9575e+09
  7.5576e+01  4.2515e+09  1.2128e+08
  7.5576e+01 -1.7865e+11 -5.0962e+09
  7.5676e+01  2.0940e+11  5.9654e+09
  7.5676e+01  4.2627e+09  1.2144e+08
  7.5676e+01 -1.7913e+11 -5.1030e+09
  7.5776e+01  2.0996e+11  5.9733e+09
  7.5776e+01  4.2740e+09  1.2160e+08
  7.5776e+01 -1.7960e+11 -5.1097e+09
  7.5876e+01  2.1051e+11  5.9812e+09
  7.5876e+01  4.2853e+09  1.2176e+08
  7.5876e+01 -1.8008e+11 -5.1165e+09
  7.5976e+01  2.1107e+11  5.9891e+09
  7.5976e+01  4.2966e+09  1.2192e+08
  7.5976e+01 -1.8055e+11 -5.1232e+09
  7.6076e+01  2.1162e+11  5.9970e+09
  7.6076e+01  4.3080e+09  1.2208e+08
  7.6076e+01 -1.8103e+11 -5.1300e+09
  7.6176e+01  2.1218e+11  6.0049e+09
  7.6176e+01  4.3193e+09  1.2224e+08
  7.6176e+01 -1.8151e+11 -5.1367e+09
  7.6276e+01  2.1274e+11  6.0128e+09
  7.6276e+01  4.3307e+09  1.2240e+08
  7.6276e+01 -1.8198e+11 -5.1435e+09
  7.6376e+01  2.1330e+11  6.0207e+09
  7.6376e+01  4.3420e+09  1.2256e+08
  7.6376e+01 -1.8246e+11 -5.1502e+09
  7.6476e+01  2.1386e+11  6.0286e+09
  7.6476e+01  4.3534e+09  1.2272e+08
  7.6476e+01 -1.8294e+11 -5.1570e+09
  7.6577e+01  2.1442e+11  6.0365e+09
  7.6577e+01  4.3648e+09  1.2288e+08
  7.6577e+01 -1.8342e+11 -5.1637e+09
  7.6677e+01  2.1498e+11  6.0443e+09
  7.6677e+01  4.3762e+09  1.2304e+08
  7.6677e+01 -1.8390e+11 -5.1705e+09
  7.6777e+01  2.1554e+11  6.0522e+09
  7.6777e+01  4.3877e+09  1.2320e+08
  7.6777e+01 -1.8438e+11 -5.1772e+09
  7.6877e+01  2.1610e+11  6.0601e+09
  7.6877e+01  4.3991e+09  1.2336e+08
  7.6877e+01 -1.8486e+11 -5.1840e+09
  7.6977e+01  2.1667e+11  6.0680e+09
  7.6977e+01  4.4106e+09  1.2352e+08
  7.6977e+01 -1.8534e+11 -5.1907e+09
  7.7077e+01  2.1723e+11  6.0759e+09
  7.7077e+01  4.4221e+09  1.2369e+08
  7.7077e+01 -1.8582e+11 -5.1975e+09
  7.7177e+01  2.1779e+11  6.0838e+09
  7.7177e+01  4.4336e+09  1.2385e+08
  7.7177e+01 -1.8631e+11 -5.2042e+09
  7.7277e+01  2.1836e+11  6.0917e+09
  7.7277e+01  4.4451e+09  1.2401e+08
  7.7277e+01 -1.8679e+11 -5.2110e+09
  7.7377e+01  2.1893e+11  6.0996e+09
  7.7377e+01  4.4566e+09  1.2417e+08
  7.7377e+01 -1.8727e+11 -5.2177e+09
  7.7477e+01  2.1949e+11  6.1075e+09
  7.7477e+01  4.4681e+09  1.2433e+08
  7.7477e+01 -1.8776e+11 -5.2245e+09
  7.7578e+01  2.2006e+11  6.1154e+09
  7.7578e+01  4.4797e+09  1.2449e+08
  7.7578e+01 -1.8824e+11 -5.2312e+09
  7.7678e+01  2.2063e+11  6.1232e+09
  7.7678e+01  4.4912e+09  1.2465e+08
  7.7678e+01 -1.8873e+11 -5.2380e+09
  7.7778e+01  2.2120e+11  6.1311e+09
  7.7778e+01  4.5028e+09  1.2481e+08
  7.7778e+01 -1.8922e+11 -5.2447e+09
  7.7878e+01  2.2177e+11  6.1390e+09
  7.7878e+01  4.5144e+09  1.2497e+08
  7.7878e+01 -1.8971e+11 -5.2515e+09
  7.7978e+01  2.2234e+11  6.1469e+09
  7.7978e+01  4.5260e+09  1.2513e+08
  7.7978e+01 -1.9019e+11 -5.2582e+09
  7.8078e+01  2.2291e+11  6.1548e+09
  7.8078e+01  4.5377e+09  1.2529e+08
  7.8078e+01 -1.9068e+11 -5.2650e+09
  7.8178e+01  2.2348e+11  6.1627e+09
  7.8178e+01  4.5493e+09  1.2545e+08
  7.8178e+01 -1.9117e+11 -5.2717e+09
  7.8278e+01  2.2405e+11  6.1706e+09
  7.8278e+01  4.5610e+09  1.2561e+08
  7.8278e+01 -1.9166e+11 -5.2785e+09
  7.8378e+01  2.2463e+11  6.1785e+09
  7.8378e+01  4.5726e+09  1.2577e+08
  7.8378e+01 -1.9215e+11 -5.2852e+09
  7.8478e+01  2.2520e+11  6.1864e+09
  7.8478e+01  4.5843e+09  1.2593e+08
  7.8478e+01 -1.9264e+11 -5.2920e+09
  7.8579e+01  2.2578e+11  6.1943e+09
  7.8579e+01  4.5960e+09  1.2609e+08
  7.8579e+01 -1.9313e+11 -5.2987e+09
  7.8679e+01  2.2635e+11  6.2022e+09
  7.8679e+01  4.6077e+09  1.2626e+08
  7.8679e+01 -1.9363e+11 -5.3055e+09
  7.8779e+01  2.2693e+11  6.2100e+09
  7.8779e+01  4.6195e+09  1.2642e+08
  7.8779e+01 -1.9412e+11 -5.3122e+09
  7.8879e+01  2.2750e+11  6.2179e+09
  7.8879e+01  4.6312e+09  1.2658e+08
  7.8879e+01 -1.9461e+11 -5.3190e+09
  7.8979e+01  2.2808e+11  6.2258e+09
  7.8979e+01  4.6430e+09  1.2674e+08
  7.8979e+01 -1.9511e+11 -5.3257e+09
  7.9079e+01  2.2866e+11  6.2337e+09
  7.9079e+01  4.6548e+09  1.2690e+08
  7.9079e+01 -1.9560e+11 -5.3325e+09
  7.9179e+01  2.2924e+11  6.2416e+09
  7.9179e+01  4.6666e+09  1.2706e+08
  7.9179e+01 -1.9610e+11 -5.3392e+09
  7.9279e+01  2.2982e+11  6.2495e+09
  7.9279e+01  4.6784e+09  1.2722e+08
  7.9279e+01 -1.9659e+11 -5.3460e+09
  7.9379e+01  2.3040e+11  6.2574e+09
  7.9379e+01  4.6902e+09  1.2738e+08
  7.9379e+01 -1.9709e+11 -5.3527e+09
  7.9479e+01  2.3098e+11  6.2653e+09
  7.9479e+01  4.7020e+09  1.2754e+08
  7.9479e+01 -1.9759e+11 -5.3595e+09
  7.9580e+01  2.3156e+11  6.2732e+09
  7.9580e+01  4.7139e+09  1.2770e+08
  7.9580e+01 -1.9809e+11 -5.3662e+09
  7.9680e+01  2.3215e+11  6.2811e+09
  7.9680e+01  4.7257e+09  1.2786e+08
  7.9680e+01 -1.9858e+11 -5.3730e+09
  7.9780e+01  2.3273e+11  6.2890e+09
  7.9780e+01  4.7376e+09  1.2802e+08
  7.9780e+01 -1.9908e+11 -5.3797e+09
  7.9880e+01  2.3332e+11  6.2968e+09
  7.9880e+01  4.7495e+09  1.2818e+08
  7.9880e+01 -1.9958e+11 -5.3865e+09
  7.9980e+01  2.3390e+11  6.3047e+09
  7.9980e+01  4.7614e+09  1.2834e+08
  7.9980e+01 -2.0008e+11 -5.3932e+09
  8.0080e+01  2.3449e+11  6.3126e+09
  8.0080e+01  4.7734e+09  1.2850e+08
  8.0080e+01 -2.0059e+11 -5.4000e+09
  8.0180e+01  2.3507e+11  6.3205e+09
  8.0180e+01  4.7853e+09  1.2866e+08
  8.0180e+01 -2.0109e+11 -5.4067e+09
  8.0280e+01  2.3566e+11  6.3284e+09
  8.0280e+01  4.7972e+09  1.2883e+08
  8.0280e+01 -2.0159e+11 -5.4135e+09
  8.0380e+01  2.3625e+11  6.3363e+09
  8.0380e+01  4.8092e+09  1.2899e+08
  8.0380e+01 -2.0209e+11 -5.4202e+09
  8.0480e+01  2.3684e+11  6.3442e+09
  8.0480e+01  4.8212e+09  1.2915e+08
  8.0480e+01 -2.0260e+11 -5.4270e+09
  8.0581e+01  2.3743e+11  6.3521e+09
  8.0581e+01  4.8332e+09  1.2931e+08
  8.0581e+01 -2.0310e+11 -5.4337e+09
  8.0681e+01  2.3802e+11  6.3600e+09
  8.0681e+01  4.8452e+09  1.2947e+08
  8.0681e+01 -2.0361e+11 -5.4405e+09
  8.0781e+01  2.3861e+11  6.3679e+09
  8.0781e+01  4.8573e+09  1.2963e+08
  8.0781e+01 -2.0411e+11 -5.4472e+09
  8.0881e+01  2.3920e+11  6.3758e+09
  8.0881e+01  4.8693e+09  1.2979e+08
  8.0881e+01 -2.0462e+11 -5.4540e+09
  8.0981e+01  2.3979e+11  6.3836e+09
  8.0981e+01  4.8814e+09  1.2995e+08
  8.0981e+01 -2.0512e+11 -5.4607e+09
  8.1081e+01  2.4039e+11  6.3915e+09
  8.1081e+01  4.8934e+09  1.3011e+08
  8.1081e+01 -2.0563e+11 -5.4675e+09
  8.1181e+01  2.4098e+11  6.3994e+09
  8.1181e+01  4.9055e+09  1.3027e+08
  8.1181e+01 -2.0614e+11 -5.4742e+09
  8.1281e+01  2.4157e+11  6.4073e+09
  8.1281e+01  4.9176e+09  1.3043e+08
  8.1281e+01 -2.0665e+11 -5.4810e+09
  8.1381e+01  2.4217e+11  6.4152e+09
  8.1381e+01  4.9297e+09  1.3059e+08
  8.1381e+01 -2.0716e+11 -5.4877e+09
  8.1481e+01  2.4277e+11  6.4231e+09
  8.1481e+01  4.9419e+09  1.3075e+08
  8.1481e+01 -2.0767e+11 -5.4945e+09
  8.1582e+01  2.4336e+11  6.4310e+09
  8.1582e+01  4.9540e+09  1.3091e+08
  8.1582e+01 -2.0818e+11 -5.5012e+09
  8.1682e+01  2.4396e+11  6.4389e+09
  8.1682e+01  4.9662e+09  1.3107e+08
  8.1682e+01 -2.0869e+11 -5.5080e+09
  8.1782e+01  2.4456e+11  6.4468e+09
  8.1782e+01  4.9784e+09  1.3123e+08
  8.1782e+01 -2.0920e+11 -5.5147e+09
  8.1882e+01  2.4516e+11  6.4547e+09
  8.1882e+01  4.9906e+09  1.3140e+08
  8.1882e+01 -2.0971e+11 -5.5215e+09
  8.1982e+01  2.4576e+11  6.4626e+09
  8.1982e+01  5.0028e+09  1.3156e+08
  8.1982e+01 -2.1023e+11 -5.5282e+09
  8.2082e+01  2.4636e+11  6.4704e+09
  8.2082e+01  5.0150e+09  1.3172e+08
  8.2082e+01 -2.1074e+11 -5.5350e+09
  8.2182e+01  2.4696e+11  6.4783e+09
  8.2182e+01  5.0272e+09  1.3188e+08
  8.2182e+01 -2.1125e+11 -5.5417e+09
  8.2282e+01  2.4756e+11  6.4862e+09
  8.2282e+01  5.0395e+09  1.3204e+08
  8.2282e+01 -2.1177e+11 -5.5485e+09
  8.2382e+01  2.4816e+11  6.4941e+09
  8.2382e+01  5.0518e+09  1.3220e+08
  8.2382e+01 -2.1229e+11 -5.5552e+09
  8.2482e+01  2.4877e+11  6.5020e+09
  8.2482e+01  5.0641e+09  1.3236e+08
  8.2482e+01 -2.1280e+11 -5.5620e+09
  8.2583e+01  2.4937e+11  6.5099e+09
  8.2583e+01  5.0763e+09  1.3252e+08
  8.2583e+01 -2.1332e+11 -5.5687e+09
  8.2683e+01  2.4998e+11  6.5178e+09
  8.2683e+01  5.0887e+09  1.3268e+08
  8.2683e+01 -2.1384e+11 -5.5755e+09
  8.2783e+01  2.5058e+11  6.5257e+09
  8.2783e+01  5.1010e+09  1.3284e+08
  8.2783e+01 -2.1435e+11 -5.5822e+09
  8.2883e+01  2.5119e+11  6.5336e+09
  8.2883e+01  5.1133e+09  1.3300e+08
  8.2883e+01 -2.1487e+11 -5.5890e+09
  8.2983e+01  2.5179e+11  6.5415e+09
  8.2983e+01  5.1257e+09  1.3316e+08
  8.2983e+01 -2.1539e+11 -5.5957e+09
  8.3083e+01  2.5240e+11  6.5494e+09
  8.3083e+01  5.1381e+09  1.3332e+08
  8.3083e+01 -2.1591e+11 -5.6025e+09
  8.3183e+01  2.5301e+11  6.5572e+09
  8.3183e+01  5.1505e+09  1.3348e+08
  8.3183e+01 -2.1643e+11 -5.6092e+09
  8.3283e+01  2.5362e+11  6.5651e+09
  8.3283e+01  5.1629e+09  1.3364e+08
  8.3283e+01 -2.1695e+11 -5.6160e+09
  8.3383e+01  2.5423e+11  6.5730e+09
  8.3383e+01  5.1753e+09  1.3380e+08
  8.3383e+01 -2.1748e+11 -5.6227e+09
  8.3483e+01  2.5484e+11  6.5809e+09
  8.3483e+01  5.1877e+09  1.3397e+08
  8.3483e+01 -2.1800e+11 -5.6295e+09
  8.3584e+01  2.5545e+11  6.5888e+09
  8.3584e+01  5.2002e+09  1.3413e+08
  8.3584e+01 -2.1852e+11 -5.6362e+09
  8.3684e+01  2.5606e+11  6.5967e+09
  8.3684e+01  5.2126e+09  1.3429e+08
  8.3684e+01 -2.1904e+11 -5.6430e+09
  8.3784e+01  2.5668e+11  6.6046e+09
  8.3784e+01  5.2251e+09  1.3445e+08
  8.3784e+01 -2.1957e+11 -5.6497e+09
  8.3884e+01  2.5729e+11  6.6125e+09
  8.3884e+01  5.2376e+09  1.3461e+08
  8.3884e+01 -2.2009e+11 -5.6565e+09
  8.3984e+01  2.5791e+11  6.6204e+09
  8.3984e+01  5.2501e+09  1.3477e+08
  8.3984e+01 -2.2062e+11 -5.6632e+09
  8.4084e+01  2.5852e+11  6.6283e+09
  8.4084e+01  5.2626e+09  1.3493e+08
  8.4084e+01 -2.2115e+11 -5.6700e+09
  8.4184e+01  2.5914e+11  6.6362e+09
  8.4184e+01  5.2752e+09  1.3509e+08
  8.4184e+01 -2.2167e+11 -5.6767e+09
  8.4284e+01  2.5975e+11  6.6440e+09
  8.4284e+01  5.2877e+09  1.3525e+08
  8.4284e+01 -2.2220e+11 -5.6835e+09
  8.4384e+01  2.6037e+11  6.6519e+09
  8.4384e+01  5.3003e+09  1.3541e+08
  8.4384e+01 -2.2273e+11 -5.6902e+09
  8.4484e+01  2.6099e+11  6.6598e+09
  8.4484e+01  5.3129e+09  1.3557e+08
  8.4484e+01 -2.2326e+11 -5.6970e+09
  8.4585e+01  2.6161e+11  6.6677e+09
  8.4585e+01  5.3255e+09  1.3573e+08
  8.4585e+01 -2.2379e+11 -5.7037e+09
  8.4685e+01  2.6223e+11  6.6756e+09
  8.4685e+01  5.3381e+09  1.3589e+08
  8.4685e+01 -2.2432e+11 -5.7105e+09
  8.4785e+01  2.6285e+11  6.6835e+09
  8.4785e+01  5.3507e+09  1.3605e+08
  8.4785e+01 -2.2485e+11 -5.7172e+09
  8.4885e+01  2.6347e+11  6.6914e+09
  8.4885e+01  5.3633e+09  1.3621e+08
  8.4885e+01 -2.2538e+11 -5.7240e+09
  8.4985e+01  2.6409e+11  6.6993e+09
  8.4985e+01  5.3760e+09  1.3637e+08
  8.4985e+01 -2.2591e+11 -5.7307e+09
  8.5085e+01  2.6471e+11  6.7072e+09
  8.5085e+01  5.3887e+09  1.3654e+08
  8.5085e+01 -2.2644e+11 -5.7375e+09
  8.5185e+01  2.6534e+11  6.7151e+09
  8.5185e+01  5.4014e+09  1.3670e+08
  8.5185e+01 -2.2698e+11 -5.7442e+09
  8.5285e+01  2.6596e+11  6.7229e+09
  8.5285e+01  5.4141e+09  1.3686e+08
  8.5285e+01 -2.2751e+11 -5.7510e+09
  8.5385e+01  2.6658e+11  6.7308e+09
  8.5385e+01  5.4268e+09  1.3702e+08
  8.5385e+01 -2.2804e+11 -5.7577e+09
  8.5485e+01  2.6721e+11  6.7387e+09
  8.5485e+01  5.4395e+09  1.3718e+08
  8.5485e+01 -2.2858e+11 -5.7645e+09
  8.5586e+01  2.6784e+11  6.7466e+09
  8.5586e+01  5.4523e+09  1.3734e+08
  8.5586e+01 -2.2911e+11 -5.7712e+09
  8.5686e+01  2.6846e+11  6.7545e+09
  8.5686e+01  5.4650e+09  1.3750e+08
  8.5686e+01 -2.2965e+11 -5.7780e+09
  8.5786e+01  2.6909e+11  6.7624e+09
  8.5786e+01  5.4778e+09  1.3766e+08
  8.5786e+01 -2.3019e+11 -5.7847e+09
  8.5886e+01  2.6972e+11  6.7703e+09
  8.5886e+01  5.4906e+09  1.3782e+08
  8.5886e+01 -2.3072e+11 -5.7915e+09
  8.5986e+01  2.7035e+11  6.7782e+09
  8.5986e+01  5.5034e+09  1.3798e+08
  8.5986e+01 -2.3126e+11 -5.7982e+09
  8.6086e+01  2.7098e+11  6.7861e+09
  8.6086e+01  5.5162e+09  1.3814e+08
  8.6086e+01 -2.3180e+11 -5.8050e+09
  8.6186e+01  2.7161e+11  6.7940e+09
  8.6186e+01  5.5290e+09  1.3830e+08
  8.6186e+01 -2.3234e+11 -5.8117e+09
  8.6286e+01  2.7224e+11  6.8019e+09
  8.6286e+01  5.5419e+09  1.3846e+08
  8.6286e+01 -2.3288e+11 -5.8185e+09
  8.6386e+01  2.7287e+11  6.8097e+09
  8.6386e+01  5.5548e+09  1.3862e+08
  8.6386e+01 -2.3342e+11 -5.8252e+09
  8.6486e+01  2.7350e+11  6.8176e+09
  8.6486e+01  5.5676e+09  1.3878e+08
  8.6486e+01 -2.3396e+11 -5.8320e+09
  8.6587e+01  2.7414e+11  6.8255e+09
  8.6587e+01  5.5805e+09  1.3894e+08
  8.6587e+01 -2.3450e+11 -5.8387e+09
  8.6687e+01  2.7477e+11  6.8334e+09
  8.6687e+01  5.5934e+09  1.3911e+08
  8.6687e+01 -2.3505e+11 -5.8455e+09
  8.6787e+01  2.7541e+11  6.8413e+09
  8.6787e+01  5.6064e+09  1.3927e+08
  8.6787e+01 -2.3559e+11 -5.8522e+09
  8.6887e+01  2.7604e+11  6.8492e+09
  8.6887e+01  5.6193e+09  1.3943e+08
  8.6887e+01 -2.3613e+11 -5.8590e+09
  8.6987e+01  2.7668e+11  6.8571e+09
  8.6987e+01  5.6323e+09  1.3959e+08
  8.6987e+01 -2.3668e+11 -5.8657e+09
  8.7087e+01  2.7732e+11  6.8650e+09
  8.7087e+01  5.6452e+09  1.3975e+08
  8.7087e+01 -2.3722e+11 -5.8725e+09
  8.7187e+01  2.7795e+11  6.8729e+09
  8.7187e+01  5.6582e+09  1.3991e+08
  8.7187e+01 -2.3777e+11 -5.8792e+09
  8.7287e+01  2.7859e+11  6.8808e+09
  8.7287e+01  5.6712e+09  1.4007e+08
  8.7287e+01 -2.3832e+11 -5.8860e+09
  8.7387e+01  2.7923e+11  6.8887e+09
  8.7387e+01  5.6842e+09  1.4023e+08
  8.7387e+01 -2.3886e+11 -5.8927e+09
  8.7487e+01  2.7987e+11  6.8965e+09
  8.7487e+01  5.6973e+09  1.4039e+08
  8.7487e+01 -2.3941e+11 -5.8995e+09
  8.7588e+01  2.8051e+11  6.9044e+09
  8.7588e+01  5.7103e+09  1.4055e+08
  8.7588e+01 -2.3996e+11 -5.9062e+09
  8.7688e+01  2.8115e+11  6.9123e+09
  8.7688e+01  5.7234e+09  1.4071e+08
  8.7688e+01 -2.4051e+11 -5.9130e+09
  8.7788e+01  2.8180e+11  6.9202e+09
  8.7788e+01  5.7364e+09  1.4087e+08
  8.7788e+01 -2.4106e+11 -5.9197e+09
  8.7888e+01  2.8244e+11  6.9281e+09
  8.7888e+01  5.7495e+09  1.4103e+08
  8.7888e+01 -2.4161e+11 -5.9265e+09
  8.7988e+01  2.8308e+11  6.9360e+09
  8.7988e+01  5.7626e+09  1.4119e+08
  8.7988e+01 -2.4216e+11 -5.9332e+09
  8.8088e+01  2.8373e+11  6.9439e+09
  8.8088e+01  5.7758e+09  1.4135e+08
  8.8088e+01 -2.4271e+11 -5.9400e+09
  8.8188e+01  2.8437e+11  6.9518e+09
  8.8188e+01  5.7889e+09  1.4151e+08
  8.8188e+01 -2.4326e+11 -5.9467e+09
  8.8288e+01  2.8502e+11  6.9597e+09
  8.8288e+01  5.8020e+09  1.4168e+08
  8.8288e+01 -2.4381e+11 -5.9535e+09
  8.8388e+01  2.8567e+11  6.9676e+09
  8.8388e+01  5.8152e+09  1.4184e+08
  8.8388e+01 -2.4437e+11 -5.9602e+09
  8.8488e+01  2.8631e+11  6.9755e+09
  8.8488e+01  5.8284e+09  1.4200e+08
  8.8488e+01 -2.4492e+11 -5.9670e+09
  8.8589e+01  2.8696e+11  6.9833e+09
  8.8589e+01  5.8416e+09  1.4216e+08
  8.8589e+01 -2.4547e+11 -5.9737e+09
  8.8689e+01  2.8761e+11  6.9912e+09
  8.8689e+01  5.8548e+09  1.4232e+08
  8.8689e+01 -2.4603e+11 -5.9805e+09
  8.8789e+01  2.8826e+11  6.9991e+09
  8.8789e+01  5.8680e+09  1.4248e+08
  8.8789e+01 -2.4659e+11 -5.9872e+09
  8.8889e+01  2.8891e+11  7.0070e+09
  8.8889e+01  5.8812e+09  1.4264e+08
  8.8889e+01 -2.4714e+11 -5.9940e+09
  8.8989e+01  2.8956e+11  7.0149e+09
  8.8989e+01  5.8945e+09  1.4280e+08
  8.8989e+01 -2.4770e+11 -6.0007e+09
  8.9089e+01  2.9021e+11  7.0228e+09
  8.9089e+01  5.9078e+09  1.4296e+08
  8.9089e+01 -2.4826e+11 -6.0075e+09
  8.9189e+01  2.9087e+11  7.0307e+09
  8.9189e+01  5.9211e+09  1.4312e+08
  8.9189e+01 -2.4881e+11 -6.0142e+09
  8.9289e+01  2.9152e+11  7.0386e+09
  8.9289e+01  5.9344e+09  1.4328e+08
  8.9289e+01 -2.4937e+11 -6.0210e+09
  8.9389e+01  2.9217e+11  7.0465e+09
  8.9389e+01  5.9477e+09  1.4344e+08
  8.9389e+01 -2.4993e+11 -6.0277e+09
  8.9489e+01  2.9283e+11  7.0544e+09
  8.9489e+01  5.9610e+09  1.4360e+08
  8.9489e+01 -2.5049e+11 -6.0345e+09
  8.9590e+01  2.9348e+11  7.0623e+09
  8.9590e+01  5.9743e+09  1.4376e+08
  8.9590e+01 -2.5105e+11 -6.0412e+09
  8.9690e+01  2.9414e+11  7.0701e+09
  8.9690e+01  5.9877e+09  1.4392e+08
  8.9690e+01 -2.5161e+11 -6.0480e+09
  8.9790e+01  2.9480e+11  7.0780e+09
  8.9790e+01  6.0011e+09  1.4409e+08
  8.9790e+01 -2.5218e+11 -6.0547e+09
  8.9890e+01  2.9545e+11  7.0859e+09
  8.9890e+01  6.0145e+09  1.4425e+08
  8.9890e+01 -2.5274e+11 -6.0615e+09
  8.9990e+01  2.9611e+11  7.0938e+09
  8.9990e+01  6.0279e+09  1.4441e+08
  8.9990e+01 -2.5330e+11 -6.0682e+09
  9.0090e+01  2.9677e+11  7.1017e+09
  9.0090e+01  6.0413e+09  1.4457e+08
  9.0090e+01 -2.5387e+11 -6.0750e+09
  9.0190e+01  2.9743e+11  7.1096e+09
  9.0190e+01  6.0547e+09  1.4473e+08
  9.0190e+01 -2.5443e+11 -6.0817e+09
  9.0290e+01  2.9809e+11  7.1175e+09
  9.0290e+01  6.0682e+09  1.4489e+08
  9.0290e+01 -2.5500e+11 -6.0885e+09
  9.0390e+01  2.9875e+11  7.1254e+09
  9.0390e+01  6.0816e+09  1.4505e+08
  9.0390e+01 -2.5556e+11 -6.0952e+09
  9.0490e+01  2.9942e+11  7.1333e+09
  9.0490e+01  6.0951e+09  1.4521e+08
  9.0490e+01 -2.5613e+11 -6.1020e+09
  9.0591e+01  3.0008e+11  7.1412e+09
  9.0591e+01  6.1086e+09  1.4537e+08
  9.0591e+01 -2.5669e+11 -6.1087e+09
  9.0691e+01  3.0074e+11  7.1491e+09
  9.0691e+01  6.1221e+09  1.4553e+08
  9.0691e+01 -2.5726e+11 -6.1155e+09
  9.0791e+01  3.0141e+11  7.1569e+09
  9.0791e+01  6.1356e+09  1.4569e+08
