# dt           R           V
  3.6236e+01 -4.1071e+10 -2.4435e+09
  3.6336e+01  4.8278e+10  2.8644e+09
  3.6336e+01  9.8278e+08  5.8309e+07
  3.6336e+01 -4.1298e+10 -2.4502e+09
  3.6436e+01  4.8545e+10  2.8722e+09
  3.6436e+01  9.8820e+08  5.8469e+07
  3.6436e+01 -4.1526e+10 -2.4570e+09
  3.6537e+01  4.8812e+10  2.8801e+09
  3.6537e+01  9.9364e+08  5.8630e+07
  3.6537e+01 -4.1755e+10 -2.4637e+09
  3.6637e+01  4.9079e+10  2.8880e+09
  3.6637e+01  9.9909e+08  5.8791e+07
  3.6637e+01 -4.1984e+10 -2.4705e+09
  3.6737e+01  4.9348e+10  2.8959e+09
  3.6737e+01  1.0046e+09  5.8951e+07
  3.6737e+01 -4.2214e+10 -2.4772e+09
  3.6837e+01  4.9617e+10  2.9038e+09
  3.6837e+01  1.0100e+09  5.9112e+07
  3.6837e+01 -4.2444e+10 -2.4840e+09
  3.6937e+01  4.9887e+10  2.9117e+09
  3.6937e+01  1.0155e+09  5.9272e+07
  3.6937e+01 -4.2675e+10 -2.4907e+09
  3.7037e+01  5.0158e+10  2.9196e+09
  3.7037e+01  1.0211e+09  5.9433e+07
  3.7037e+01 -4.2907e+10 -2.4975e+09
  3.7137e+01  5.0430e+10  2.9275e+09
  3.7137e+01  1.0266e+09  5.9594e+07
  3.7137e+01 -4.3139e+10 -2.5042e+09
  3.7237e+01  5.0702e+10  2.9354e+09
  3.7237e+01  1.0321e+09  5.9754e+07
  3.7237e+01 -4.3372e+10 -2.5110e+09
  3.7337e+01  5.0975e+10  2.9433e+09
  3.7337e+01  1.0377e+09  5.9915e+07
  3.7337e+01 -4.3605e+10 -2.5177e+09
  3.7437e+01  5.1248e+10  2.9512e+09
  3.7437e+01  1.0432e+09  6.0076e+07
  3.7437e+01 -4.3839e+10 -2.5245e+09
  3.7538e+01  5.1523e+10  2.9590e+09
  3.7538e+01  1.0488e+09  6.0236e+07
  3.7538e+01 -4.4074e+10 -2.5312e+09
  3.7638e+01  5.1798e+10  2.9669e+09
  3.7638e+01  1.0544e+09  6.0397e+07
  3.7638e+01 -4.4309e+10 -2.5380e+09
  3.7738e+01  5.2074e+10  2.9748e+09
  3.7738e+01  1.0600e+09  6.0557e+07
  3.7738e+01 -4.4545e+10 -2.5447e+09
  3.7838e+01  5.2351e+10  2.9827e+09
  3.7838e+01  1.0657e+09  6.0718e+07
  3.7838e+01 -4.4782e+10 -2.5515e+09
  3.7938e+01  5.2628e+10  2.9906e+09
  3.7938e+01  1.0713e+09  6.0879e+07
  3.7938e+01 -4.5019e+10 -2.5582e+09
  3.8038e+01  5.2906e+10  2.9985e+09
  3.8038e+01  1.0770e+09  6.1039e+07
  3.8038e+01 -4.5257e+10 -2.5650e+09
  3.8138e+01  5.3185e+10  3.0064e+09
  3.8138e+01  1.0827e+09  6.1200e+07
  3.8138e+01 -4.5496e+10 -2.5717e+09
  3.8238e+01  5.3464e+10  3.0143e+09
  3.8238e+01  1.0884e+09  6.1361e+07
  3.8238e+01 -4.5735e+10 -2.5785e+09
  3.8338e+01  5.3745e+10  3.0222e+09
  3.8338e+01  1.0941e+09  6.1521e+07
  3.8338e+01 -4.5975e+10 -2.5852e+09
  3.8438e+01  5.4026e+10  3.0301e+09
  3.8438e+01  1.0998e+09  6.1682e+07
  3.8438e+01 -4.6215e+10 -2.5920e+09
  3.8539e+01  5.4307e+10  3.0380e+09
  3.8539e+01  1.1055e+09  6.1843e+07
  3.8539e+01 -4.6456e+10 -2.5987e+09
  3.8639e+01  5.4590e+10  3.0458e+09
  3.8639e+01  1.1113e+09  6.2003e+07
  3.8639e+01 -4.6698e+10 -2.6055e+09
  3.8739e+01  5.4873e+10  3.0537e+09
  3.8739e+01  1.1170e+09  6.2164e+07
  3.8739e+01 -4.6940e+10 -2.6122e+09
  3.8839e+01  5.5157e+10  3.0616e+09
  3.8839e+01  1.1228e+09  6.2324e+07
  3.8839e+01 -4.7183e+10 -2.6190e+09
  3.8939e+01  5.5442e+10  3.0695e+09
  3.8939e+01  1.1286e+09  6.2485e+07
  3.8939e+01 -4.7426e+10 -2.6257e+09
  3.9039e+01  5.5727e+10  3.0774e+09
  3.9039e+01  1.1344e+09  6.2646e+07
  3.9039e+01 -4.7670e+10 -2.6325e+09
  3.9139e+01  5.6013e+10  3.0853e+09
  3.9139e+01  1.1402e+09  6.2806e+07
  3.9139e+01 -4.7915e+10 -2.6392e+09
  3.9239e+01  5.6300e+10  3.0932e+09
  3.9239e+01  1.1461e+09  6.2967e+07
  3.9239e+01 -4.8161e+10 -2.6460e+09
  3.9339e+01  5.6588e+10  3.1011e+09
  3.9339e+01  1.1519e+09  6.3128e+07
  3.9339e+01 -4.8407e+10 -2.6527e+09
  3.9439e+01  5.6876e+10  3.1090e+09
  3.9439e+01  1.1578e+09  6.3288e+07
  3.9439e+01 -4.8653e+10 -2.6595e+09
  3.9540e+01  5.7165e+10  3.1169e+09
  3.9540e+01  1.1637e+09  6.3449e+07
  3.9540e+01 -4.8901e+10 -2.6662e+09
  3.9640e+01  5.7455e+10  3.1248e+09
  3.9640e+01  1.1696e+09  6.3609e+07
  3.9640e+01 -4.9148e+10 -2.6730e+09
  3.9740e+01  5.7746e+10  3.1326e+09
  3.9740e+01  1.1755e+09  6.3770e+07
  3.9740e+01 -4.9397e+10 -2.6797e+09
  3.9840e+01  5.8037e+10  3.1405e+09
  3.9840e+01  1.1814e+09  6.3931e+07
  3.9840e+01 -4.9646e+10 -2.6865e+09
  3.9940e+01  5.8329e+10  3.1484e+09
  3.9940e+01  1.1874e+09  6.4091e+07
  3.9940e+01 -4.9896e+10 -2.6932e+09
  4.0040e+01  5.8622e+10  3.1563e+09
  4.0040e+01  1.1933e+09  6.4252e+07
  4.0040e+01 -5.0146e+10 -2.7000e+09
  4.0140e+01  5.8915e+10  3.1642e+09
  4.0140e+01  1.1993e+09  6.4413e+07
  4.0140e+01 -5.0397e+10 -2.7067e+09
  4.0240e+01  5.9209e+10  3.1721e+09
  4.0240e+01  1.2053e+09  6.4573e+07
  4.0240e+01 -5.0649e+10 -2.7135e+09
  4.0340e+01  5.9504e+10  3.1800e+09
  4.0340e+01  1.2113e+09  6.4734e+07
  4.0340e+01 -5.0901e+10 -2.7202e+09
  4.0440e+01  5.9800e+10  3.1879e+09
  4.0440e+01  1.2173e+09  6.4894e+07
  4.0440e+01 -5.1154e+10 -2.7270e+09
  4.0541e+01  6.0096e+10  3.1958e+09
  4.0541e+01  1.2234e+09  6.5055e+07
  4.0541e+01 -5.1408e+10 -2.7337e+09
  4.0641e+01  6.0393e+10  3.2037e+09
  4.0641e+01  1.2294e+09  6.5216e+07
  4.0641e+01 -5.1662e+10 -2.7405e+09
  4.0741e+01  6.0691e+10  3.2115e+09
  4.0741e+01  1.2355e+09  6.5376e+07
  4.0741e+01 -5.1917e+10 -2.7472e+09
  4.0841e+01  6.0990e+10  3.2194e+09
  4.0841e+01  1.2415e+09  6.5537e+07
  4.0841e+01 -5.2172e+10 -2.7540e+09
  4.0941e+01  6.1289e+10  3.2273e+09
  4.0941e+01  1.2476e+09  6.5698e+07
  4.0941e+01 -5.2428e+10 -2.7607e+09
  4.1041e+01  6.1589e+10  3.2352e+09
  4.1041e+01  1.2538e+09  6.5858e+07
  4.1041e+01 -5.2685e+10 -2.7675e+09
  4.1141e+01  6.1890e+10  3.2431e+09
  4.1141e+01  1.2599e+09  6.6019e+07
  4.1141e+01 -5.2942e+10 -2.7742e+09
  4.1241e+01  6.2192e+10  3.2510e+09
  4.1241e+01  1.2660e+09  6.6180e+07
  4.1241e+01 -5.3200e+10 -2.7810e+09
  4.1341e+01  6.2494e+10  3.2589e+09
  4.1341e+01  1.2722e+09  6.6340e+07
  4.1341e+01 -5.3459e+10 -2.7877e+09
  4.1441e+01  6.2797e+10  3.2668e+09
  4.1441e+01  1.2783e+09  6.6501e+07
  4.1441e+01 -5.3718e+10 -2.7945e+09
  4.1542e+01  6.3101e+10  3.2747e+09
  4.1542e+01  1.2845e+09  6.6661e+07
  4.1542e+01 -5.3978e+10 -2.8012e+09
  4.1642e+01  6.3405e+10  3.2826e+09
  4.1642e+01  1.2907e+09  6.6822e+07
  4.1642e+01 -5.4238e+10 -2.8080e+09
  4.1742e+01  6.3710e+10  3.2905e+09
  4.1742e+01  1.2969e+09  6.6983e+07
  4.1742e+01 -5.4499e+10 -2.8147e+09
  4.1842e+01  6.4016e+10  3.2983e+09
  4.1842e+01  1.3032e+09  6.7143e+07
  4.1842e+01 -5.4761e+10 -2.8215e+09
  4.1942e+01  6.4323e+10  3.3062e+09
  4.1942e+01  1.3094e+09  6.7304e+07
  4.1942e+01 -5.5023e+10 -2.8282e+09
  4.2042e+01  6.4630e+10  3.3141e+09
  4.2042e+01  1.3157e+09  6.7465e+07
  4.2042e+01 -5.5286e+10 -2.8350e+09
  4.2142e+01  6.4938e+10  3.3220e+09
  4.2142e+01  1.3219e+09  6.7625e+07
  4.2142e+01 -5.5550e+10 -2.8417e+09
  4.2242e+01  6.5247e+10  3.3299e+09
  4.2242e+01  1.3282e+09  6.7786e+07
  4.2242e+01 -5.5814e+10 -2.8485e+09
  4.2342e+01  6.5557e+10  3.3378e+09
  4.2342e+01  1.3345e+09  6.7946e+07
  4.2342e+01 -5.6079e+10 -2.8552e+09
  4.2442e+01  6.5867e+10  3.3457e+09
  4.2442e+01  1.3408e+09  6.8107e+07
  4.2442e+01 -5.6345e+10 -2.8620e+09
  4.2543e+01  6.6178e+10  3.3536e+09
  4.2543e+01  1.3472e+09  6.8268e+07
  4.2543e+01 -5.6611e+10 -2.8687e+09
  4.2643e+01  6.6490e+10  3.3615e+09
  4.2643e+01  1.3535e+09  6.8428e+07
  4.2643e+01 -5.6877e+10 -2.8755e+09
  4.2743e+01  6.6803e+10  3.3694e+09
  4.2743e+01  1.3599e+09  6.8589e+07
  4.2743e+01 -5.7145e+10 -2.8822e+09
  4.2843e+01  6.7116e+10  3.3773e+09
  4.2843e+01  1.3663e+09  6.8750e+07
  4.2843e+01 -5.7413e+10 -2.8890e+09
  4.2943e+01  6.7430e+10  3.3851e+09
  4.2943e+01  1.3726e+09  6.8910e+07
  4.2943e+01 -5.7681e+10 -2.8957e+09
  4.3043e+01  6.7745e+10  3.3930e+09
  4.3043e+01  1.3791e+09  6.9071e+07
  4.3043e+01 -5.7950e+10 -2.9025e+09
  4.3143e+01  6.8060e+10  3.4009e+09
  4.3143e+01  1.3855e+09  6.9231e+07
  4.3143e+01 -5.8220e+10 -2.9092e+09
  4.3243e+01  6.8376e+10  3.4088e+09
  4.3243e+01  1.3919e+09  6.9392e+07
  4.3243e+01 -5.8491e+10 -2.9160e+09
  4.3343e+01  6.8693e+10  3.4167e+09
  4.3343e+01  1.3984e+09  6.9553e+07
  4.3343e+01 -5.8762e+10 -2.9227e+09
  4.3443e+01  6.9011e+10  3.4246e+09
  4.3443e+01  1.4048e+09  6.9713e+07
  4.3443e+01 -5.9034e+10 -2.9295e+09
  4.3544e+01  6.9329e+10  3.4325e+09
  4.3544e+01  1.4113e+09  6.9874e+07
  4.3544e+01 -5.9306e+10 -2.9362e+09
  4.3644e+01  6.9648e+10  3.4404e+09
  4.3644e+01  1.4178e+09  7.0035e+07
  4.3644e+01 -5.9579e+10 -2.9430e+09
  4.3744e+01  6.9968e+10  3.4483e+09
  4.3744e+01  1.4243e+09  7.0195e+07
  4.3744e+01 -5.9853e+10 -2.9497e+09
  4.3844e+01  7.0289e+10  3.4562e+09
  4.3844e+01  1.4308e+09  7.0356e+07
  4.3844e+01 -6.0127e+10 -2.9565e+09
  4.3944e+01  7.0610e+10  3.4641e+09
  4.3944e+01  1.4374e+09  7.0517e+07
  4.3944e+01 -6.0402e+10 -2.9632e+09
  4.4044e+01  7.0932e+10  3.4719e+09
  4.4044e+01  1.4439e+09  7.0677e+07
  4.4044e+01 -6.0677e+10 -2.9700e+09
  4.4144e+01  7.1255e+10  3.4798e+09
  4.4144e+01  1.4505e+09  7.0838e+07
  4.4144e+01 -6.0953e+10 -2.9767e+09
  4.4244e+01  7.1578e+10  3.4877e+09
  4.4244e+01  1.4571e+09  7.0998e+07
  4.4244e+01 -6.1230e+10 -2.9835e+09
  4.4344e+01  7.1903e+10  3.4956e+09
  4.4344e+01  1.4637e+09  7.1159e+07
  4.4344e+01 -6.1507e+10 -2.9902e+09
  4.4444e+01  7.2228e+10  3.5035e+09
  4.4444e+01  1.4703e+09  7.1320e+07
  4.4444e+01 -6.1785e+10 -2.9970e+09
  4.4545e+01  7.2553e+10  3.5114e+09
  4.4545e+01  1.4769e+09  7.1480e+07
  4.4545e+01 -6.2064e+10 -3.0037e+09
  4.4645e+01  7.2880e+10  3.5193e+09
  4.4645e+01  1.4836e+09  7.1641e+07
  4.4645e+01 -6.2343e+10 -3.0105e+09
  4.4745e+01  7.3207e+10  3.5272e+09
  4.4745e+01  1.4902e+09  7.1802e+07
  4.4745e+01 -6.2623e+10 -3.0172e+09
  4.4845e+01  7.3535e+10  3.5351e+09
  4.4845e+01  1.4969e+09  7.1962e+07
  4.4845e+01 -6.2904e+10 -3.0240e+09
  4.4945e+01  7.3864e+10  3.5430e+09
  4.4945e+01  1.5036e+09  7.2123e+07
  4.4945e+01 -6.3185e+10 -3.0307e+09
  4.5045e+01  7.4193e+10  3.5509e+09
  4.5045e+01  1.5103e+09  7.2283e+07
  4.5045e+01 -6.3467e+10 -3.0375e+09
  4.5145e+01  7.4523e+10  3.5587e+09
  4.5145e+01  1.5170e+09  7.2444e+07
  4.5145e+01 -6.3749e+10 -3.0442e+09
  4.5245e+01  7.4854e+10  3.5666e+09
  4.5245e+01  1.5238e+09  7.2605e+07
  4.5245e+01 -6.4032e+10 -3.0510e+09
  4.5345e+01  7.5185e+10  3.5745e+09
  4.5345e+01  1.5305e+09  7.2765e+07
  4.5345e+01 -6.4316e+10 -3.0577e+09
  4.5445e+01  7.5518e+10  3.5824e+09
  4.5445e+01  1.5373e+09  7.2926e+07
  4.5445e+01 -6.4600e+10 -3.0645e+09
  4.5546e+01  7.5851e+10  3.5903e+09
  4.5546e+01  1.5441e+09  7.3087e+07
  4.5546e+01 -6.4885e+10 -3.0712e+09
  4.5646e+01  7.6185e+10  3.5982e+09
  4.5646e+01  1.5509e+09  7.3247e+07
  4.5646e+01 -6.5170e+10 -3.0780e+09
  4.5746e+01  7.6519e+10  3.6061e+09
  4.5746e+01  1.5577e+09  7.3408e+07
  4.5746e+01 -6.5456e+10 -3.0847e+09
  4.5846e+01  7.6854e+10  3.6140e+09
  4.5846e+01  1.5645e+09  7.3569e+07
  4.5846e+01 -6.5743e+10 -3.0915e+09
  4.5946e+01  7.7190e+10  3.6219e+09
  4.5946e+01  1.5713e+09  7.3729e+07
  4.5946e+01 -6.6031e+10 -3.0982e+09
  4.6046e+01  7.7527e+10  3.6298e+09
  4.6046e+01  1.5782e+09  7.3890e+07
  4.6046e+01 -6.6319e+10 -3.1050e+09
  4.6146e+01  7.7864e+10  3.6377e+09
  4.6146e+01  1.5851e+09  7.4050e+07
  4.6146e+01 -6.6607e+10 -3.1117e+09
  4.6246e+01  7.8203e+10  3.6455e+09
  4.6246e+01  1.5919e+09  7.4211e+07
  4.6246e+01 -6.6897e+10 -3.1185e+09
  4.6346e+01  7.8542e+10  3.6534e+09
  4.6346e+01  1.5988e+09  7.4372e+07
  4.6346e+01 -6.7186e+10 -3.1252e+09
  4.6446e+01  7.8881e+10  3.6613e+09
  4.6446e+01  1.6058e+09  7.4532e+07
  4.6446e+01 -6.7477e+10 -3.1320e+09
  4.6547e+01  7.9222e+10  3.6692e+09
  4.6547e+01  1.6127e+09  7.4693e+07
  4.6547e+01 -6.7768e+10 -3.1387e+09
  4.6647e+01  7.9563e+10  3.6771e+09
  4.6647e+01  1.6196e+09  7.4854e+07
  4.6647e+01 -6.8060e+10 -3.1455e+09
  4.6747e+01  7.9904e+10  3.6850e+09
  4.6747e+01  1.6266e+09  7.5014e+07
  4.6747e+01 -6.8352e+10 -3.1522e+09
  4.6847e+01  8.0247e+10  3.6929e+09
  4.6847e+01  1.6336e+09  7.5175e+07
  4.6847e+01 -6.8645e+10 -3.1590e+09
  4.6947e+01  8.0590e+10  3.7008e+09
  4.6947e+01  1.6405e+09  7.5335e+07
  4.6947e+01 -6.8939e+10 -3.1657e+09
  4.7047e+01  8.0934e+10  3.7087e+09
  4.7047e+01  1.6476e+09  7.5496e+07
  4.7047e+01 -6.9233e+10 -3.1725e+09
  4.7147e+01  8.1279e+10  3.7166e+09
  4.7147e+01  1.6546e+09  7.5657e+07
  4.7147e+01 -6.9528e+10 -3.1792e+09
  4.7247e+01  8.1625e+10  3.7245e+09
  4.7247e+01  1.6616e+09  7.5817e+07
  4.7247e+01 -6.9824e+10 -3.1860e+09
  4.7347e+01  8.1971e+10  3.7323e+09
  4.7347e+01  1.6687e+09  7.5978e+07
  4.7347e+01 -7.0120e+10 -3.1927e+09
  4.7447e+01  8.2318e+10  3.7402e+09
  4.7447e+01  1.6757e+09  7.6139e+07
  4.7447e+01 -7.0417e+10 -3.1995e+09
  4.7548e+01  8.2666e+10  3.7481e+09
  4.7548e+01  1.6828e+09  7.6299e+07
  4.7548e+01 -7.0714e+10 -3.2062e+09
  4.7648e+01  8.3014e+10  3.7560e+09
  4.7648e+01  1.6899e+09  7.6460e+07
  4.7648e+01 -7.1012e+10 -3.2130e+09
  4.7748e+01  8.3363e+10  3.7639e+09
  4.7748e+01  1.6970e+09  7.6620e+07
  4.7748e+01 -7.1311e+10 -3.2197e+09
  4.7848e+01  8.3713e+10  3.7718e+09
  4.7848e+01  1.7041e+09  7.6781e+07
  4.7848e+01 -7.1610e+10 -3.2265e+09
  4.7948e+01  8.4064e+10  3.7797e+09
  4.7948e+01  1.7113e+09  7.6942e+07
  4.7948e+01 -7.1910e+10 -3.2332e+09
  4.8048e+01  8.4415e+10  3.7876e+09
  4.8048e+01  1.7184e+09  7.7102e+07
  4.8048e+01 -7.2211e+10 -3.2400e+09
  4.8148e+01  8.4767e+10  3.7955e+09
  4.8148e+01  1.7256e+09  7.7263e+07
  4.8148e+01 -7.2512e+10 -3.2467e+09
  4.8248e+01  8.5120e+10  3.8034e+09
  4.8248e+01  1.7328e+09  7.7424e+07
  4.8248e+01 -7.2814e+10 -3.2535e+09
  4.8348e+01  8.5474e+10  3.8112e+09
  4.8348e+01  1.7400e+09  7.7584e+07
  4.8348e+01 -7.3116e+10 -3.2602e+09
  4.8448e+01  8.5828e+10  3.8191e+09
  4.8448e+01  1.7472e+09  7.7745e+07
  4.8448e+01 -7.3419e+10 -3.2670e+09
  4.8549e+01  8.6183e+10  3.8270e+09
  4.8549e+01  1.7544e+09  7.7906e+07
  4.8549e+01 -7.3723e+10 -3.2737e+09
  4.8649e+01  8.6539e+10  3.8349e+09
  4.8649e+01  1.7616e+09  7.8066e+07
  4.8649e+01 -7.4027e+10 -3.2805e+09
  4.8749e+01  8.6895e+10  3.8428e+09
  4.8749e+01  1.7689e+09  7.8227e+07
  4.8749e+01 -7.4332e+10 -3.2872e+09
  4.8849e+01  8.7252e+10  3.8507e+09
  4.8849e+01  1.7762e+09  7.8387e+07
  4.8849e+01 -7.4638e+10 -3.2940e+09
  4.8949e+01  8.7610e+10  3.8586e+09
  4.8949e+01  1.7835e+09  7.8548e+07
  4.8949e+01 -7.4944e+10 -3.3007e+09
  4.9049e+01  8.7969e+10  3.8665e+09
  4.9049e+01  1.7908e+09  7.8709e+07
  4.9049e+01 -7.5251e+10 -3.3075e+09
  4.9149e+01  8.8328e+10  3.8744e+09
  4.9149e+01  1.7981e+09  7.8869e+07
  4.9149e+01 -7.5558e+10 -3.3142e+09
  4.9249e+01  8.8689e+10  3.8823e+09
  4.9249e+01  1.8054e+09  7.9030e+07
  4.9249e+01 -7.5867e+10 -3.3210e+09
  4.9349e+01  8.9049e+10  3.8902e+09
  4.9349e+01  1.8127e+09  7.9191e+07
  4.9349e+01 -7.6175e+10 -3.3277e+09
  4.9449e+01  8.9411e+10  3.8980e+09
  4.9449e+01  1.8201e+09  7.9351e+07
  4.9449e+01 -7.6485e+10 -3.3345e+09
  4.9550e+01  8.9773e+10  3.9059e+09
  4.9550e+01  1.8275e+09  7.9512e+07
  4.9550e+01 -7.6795e+10 -3.3412e+09
  4.9650e+01  9.0137e+10  3.9138e+09
  4.9650e+01  1.8349e+09  7.9672e+07
  4.9650e+01 -7.7105e+10 -3.3480e+09
  4.9750e+01  9.0500e+10  3.9217e+09
  4.9750e+01  1.8423e+09  7.9833e+07
  4.9750e+01 -7.7416e+10 -3.3547e+09
  4.9850e+01  9.0865e+10  3.9296e+09
  4.9850e+01  1.8497e+09  7.9994e+07
  4.9850e+01 -7.7728e+10 -3.3615e+09
  4.9950e+01  9.1230e+10  3.9375e+09
  4.9950e+01  1.8571e+09  8.0154e+07
  4.9950e+01 -7.8041e+10 -3.3682e+09
  5.0050e+01  9.1596e+10  3.9454e+09
  5.0050e+01  1.8646e+09  8.0315e+07
  5.0050e+01 -7.8354e+10 -3.3750e+09
  5.0150e+01  9.1963e+10  3.9533e+09
  5.0150e+01  1.8721e+09  8.0476e+07
  5.0150e+01 -7.8667e+10 -3.3817e+09
  5.0250e+01  9.2330e+10  3.9612e+09
  5.0250e+01  1.8795e+09  8.0636e+07
  5.0250e+01 -7.8982e+10 -3.3885e+09
  5.0350e+01  9.2699e+10  3.9691e+09
  5.0350e+01  1.8870e+09  8.0797e+07
  5.0350e+01 -7.9297e+10 -3.3952e+09
  5.0450e+01  9.3068e+10  3.9770e+09
  5.0450e+01  1.8945e+09  8.0957e+07
  5.0450e+01 -7.9612e+10 -3.4020e+09
  5.0551e+01  9.3437e+10  3.9848e+09
  5.0551e+01  1.9021e+09  8.1118e+07
  5.0551e+01 -7.9929e+10 -3.4087e+09
  5.0651e+01  9.3808e+10  3.9927e+09
  5.0651e+01  1.9096e+09  8.1279e+07
  5.0651e+01 -8.0246e+10 -3.4155e+09
  5.0751e+01  9.4179e+10  4.0006e+09
  5.0751e+01  1.9172e+09  8.1439e+07
  5.0751e+01 -8.0563e+10 -3.4222e+09
  5.0851e+01  9.4551e+10  4.0085e+09
  5.0851e+01  1.9247e+09  8.1600e+07
  5.0851e+01 -8.0881e+10 -3.4290e+09
  5.0951e+01  9.4923e+10  4.0164e+09
  5.0951e+01  1.9323e+09  8.1761e+07
  5.0951e+01 -8.1200e+10 -3.4357e+09
  5.1051e+01  9.5297e+10  4.0243e+09
  5.1051e+01  1.9399e+09  8.1921e+07
  5.1051e+01 -8.1519e+10 -3.4425e+09
  5.1151e+01  9.5671e+10  4.0322e+09
  5.1151e+01  1.9475e+09  8.2082e+07
  5.1151e+01 -8.1839e+10 -3.4492e+09
  5.1251e+01  9.6046e+10  4.0401e+09
  5.1251e+01  1.9552e+09  8.2243e+07
  5.1251e+01 -8.2160e+10 -3.4560e+09
  5.1351e+01  9.6421e+10  4.0480e+09
  5.1351e+01  1.9628e+09  8.2403e+07
  5.1351e+01 -8.2481e+10 -3.4627e+09
  5.1451e+01  9.6797e+10  4.0559e+09
  5.1451e+01  1.9705e+09  8.2564e+07
  5.1451e+01 -8.2803e+10 -3.4695e+09
  5.1552e+01  9.7174e+10  4.0638e+09
  5.1552e+01  1.9781e+09  8.2724e+07
  5.1552e+01 -8.3126e+10 -3.4762e+09
  5.1652e+01  9.7552e+10  4.0716e+09
  5.1652e+01  1.9858e+09  8.2885e+07
  5.1652e+01 -8.3449e+10 -3.4830e+09
  5.1752e+01  9.7931e+10  4.0795e+09
  5.1752e+01  1.9935e+09  8.3046e+07
  5.1752e+01 -8.3772e+10 -3.4897e+09
  5.1852e+01  9.8310e+10  4.0874e+09
  5.1852e+01  2.0013e+09  8.3206e+07
  5.1852e+01 -8.4097e+10 -3.4965e+09
  5.1952e+01  9.8690e+10  4.0953e+09
  5.1952e+01  2.0090e+09  8.3367e+07
  5.1952e+01 -8.4422e+10 -3.5032e+09
  5.2052e+01  9.9070e+10  4.1032e+09
  5.2052e+01  2.0167e+09  8.3528e+07
  5.2052e+01 -8.4747e+10 -3.5100e+09
  5.2152e+01  9.9452e+10  4.1111e+09
  5.2152e+01  2.0245e+09  8.3688e+07
  5.2152e+01 -8.5074e+10 -3.5167e+09
  5.2252e+01  9.9834e+10  4.1190e+09
  5.2252e+01  2.0323e+09  8.3849e+07
  5.2252e+01 -8.5401e+10 -3.5235e+09
  5.2352e+01  1.0022e+11  4.1269e+09
  5.2352e+01  2.0401e+09  8.4009e+07
  5.2352e+01 -8.5728e+10 -3.5302e+09
  5.2452e+01  1.0060e+11  4.1348e+09
  5.2452e+01  2.0479e+09  8.4170e+07
  5.2452e+01 -8.6056e+10 -3.5370e+09
  5.2553e+01  1.0098e+11  4.1427e+09
  5.2553e+01  2.0557e+09  8.4331e+07
  5.2553e+01 -8.6385e+10 -3.5437e+09
  5.2653e+01  1.0137e+11  4.1506e+09
  5.2653e+01  2.0636e+09  8.4491e+07
  5.2653e+01 -8.6714e+10 -3.5505e+09
  5.2753e+01  1.0176e+11  4.1584e+09
  5.2753e+01  2.0714e+09  8.4652e+07
  5.2753e+01 -8.7044e+10 -3.5572e+09
  5.2853e+01  1.0214e+11  4.1663e+09
  5.2853e+01  2.0793e+09  8.4813e+07
  5.2853e+01 -8.7375e+10 -3.5640e+09
  5.2953e+01  1.0253e+11  4.1742e+09
  5.2953e+01  2.0872e+09  8.4973e+07
  5.2953e+01 -8.7706e+10 -3.5707e+09
  5.3053e+01  1.0292e+11  4.1821e+09
  5.3053e+01  2.0951e+09  8.5134e+07
  5.3053e+01 -8.8038e+10 -3.5775e+09
  5.3153e+01  1.0331e+11  4.1900e+09
  5.3153e+01  2.1030e+09  8.5294e+07
  5.3153e+01 -8.8371e+10 -3.5842e+09
  5.3253e+01  1.0370e+11  4.1979e+09
  5.3253e+01  2.1109e+09  8.5455e+07
  5.3253e+01 -8.8704e+10 -3.5910e+09
  5.3353e+01  1.0409e+11  4.2058e+09
  5.3353e+01  2.1188e+09  8.5616e+07
  5.3353e+01 -8.9038e+10 -3.5977e+09
  5.3453e+01  1.0448e+11  4.2137e+09
  5.3453e+01  2.1268e+09  8.5776e+07
  5.3453e+01 -8.9372e+10 -3.6045e+09
  5.3554e+01  1.0487e+11  4.2216e+09
  5.3554e+01  2.1348e+09  8.5937e+07
  5.3554e+01 -8.9707e+10 -3.6112e+09
  5.3654e+01  1.0526e+11  4.2295e+09
  5.3654e+01  2.1428e+09  8.6098e+07
  5.3654e+01 -9.0043e+10 -3.6180e+09
  5.3754e+01  1.0565e+11  4.2374e+09
  5.3754e+01  2.1508e+09  8.6258e+07
  5.3754e+01 -9.0379e+10 -3.6247e+09
  5.3854e+01  1.0605e+11  4.2452e+09
  5.3854e+01  2.1588e+09  8.6419e+07
  5.3854e+01 -9.0716e+10 -3.6315e+09
  5.3954e+01  1.0644e+11  4.2531e+09
  5.3954e+01  2.1668e+09  8.6580e+07
  5.3954e+01 -9.1054e+10 -3.6382e+09
  5.4054e+01  1.0684e+11  4.2610e+09
  5.4054e+01  2.1749e+09  8.6740e+07
  5.4054e+01 -9.1392e+10 -3.6450e+09
  5.4154e+01  1.0723e+11  4.2689e+09
  5.4154e+01  2.1829e+09  8.6901e+07
  5.4154e+01 -9.1731e+10 -3.6517e+09
  5.4254e+01  1.0763e+11  4.2768e+09
  5.4254e+01  2.1910e+09  8.7061e+07
  5.4254e+01 -9.2070e+10 -3.6585e+09
  5.4354e+01  1.0803e+11  4.2847e+09
  5.4354e+01  2.1991e+09  8.7222e+07
  5.4354e+01 -9.2410e+10 -3.6652e+09
  5.4454e+01  1.0843e+11  4.2926e+09
